id,date,date_unixtime,professor_id,professor_name_raw,department,course_name,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,grading_status_raw,attendance_status_raw,comment_text,term,parse_error,sentiment_label,sentiment_score
782,2022-06-21T18:49:08,1655821148,,مسعود محفوظی,معارف,اندیشه 1,10.0,10.0,9.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم نیست اما تاثیر مثبت دارد,"سرکلاس به ترتیب مطالب کتابی که معرفی کردن پیش میرن و اونهارو توضیح میدن. روند کلاس خشک و حوصله سربره و فقط خودشون تمام تایم کلاس رو حرف میزنن. ولی اگه سر کلاس یکم گوش بدین امتحان براتون خیلی سخت نخواهد بود. به دانشجوها گیر نمیدن و تکلیف نمیخوان. امتحانشون نه آسون بود نه سخت. کلا میتونه انتخاب خوبی باشه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.768954336643219
783,2022-06-21T19:01:09,1655821869,,زهرا البرزی,معارف,دانش خانواده,8.0,9.0,8.0,9.0,5.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"نمره کل اینجوری محاسبه میشه:
دو نمره شرکت در نهاد
دو نمره ارائه مطالب یک درس از کتاب به صورت گروهی
فعالیت کلاسی که شامل قرآن خوندن و پاسخ به سوالاتیه که بچه ها بعد از ارائشون میپرسن
و امتحان پایان ترمشون
برای امتحان پایان ترم هم از کل کتاب چهل تا سوال تستی بود اما چیزی حدود پونزده درصد کتابو حذف کردن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.6969268321990967
784,2022-06-21T19:28:31,1655823511,,جواد غفاری,معارف,اخلاق اسلامی,9.0,10.0,10.0,10.0,9.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"روی حضور غیاب و انجام به موقع تکالیف حساسیت زیادی دارند و اگه درسشو شل بگیری و کار نکنی، اصلا انتظار نمره بالا نباید داشته باشی، اما اگه خوب و به موقع کار کنی
و سر کلاسش هم در بحث ها شرکت کنی و آزمون پایانی رو هم نسبتا خوب بدی، میتونی نمره  بالا(حتی بیست) بگیری، البته من با وجود اینکه نمره کامل از ایشون گرفتم ولی بخاطر سختگیری زیادشون توصیه میکنم انتخاب اولتون نباشه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,no_idea,0.5789647698402405
785,2022-06-21T21:16:29,1655829989,,غلامرضا رمضان نیا,مهندسی_صنایع,نقشه کشی صنعتی,9.0,9.0,9.0,10.0,10.0,9.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"استاد هر هفته تمارینی از کتاب میدن که اگه برا خودتون در هفته تقسیمش نکنید خیلی اذیت میشید.
در کل هم نقشه کشی با مداد رو کار میکنند و هم نقشه کشی در کتیا که مقداری برنامه مشکلیه، چه در نصب چه در استفاده. درباره اداب و رفتار خب استاد خوبی هستند ولی به هر حال پیری است دیگر،  استاد کم حوصله اند.کلاس ها ۲ ساعه اند و کمی فرسایشی. ببینید استاد واقعا دلش میخواد یاد بگیرید، حتی اگه بگید بهش مشکل دارید ایشون ساعت دوازده شب در قله قاف هم تمام سعشو میکنه بیاد مشکلتون رو حل بکنه.
کار کنید نمه خوبی میدن استاد.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.4643149971961975
786,2022-06-21T21:30:30,1655830830,,حمید کریمی,معارف,اندیشه۲,8.0,8.0,6.0,6.0,4.0,8.0,یادم نیست چجوری بود,حضور مهم است و تاثیر مستقیم دارد,"شدیدا کتابی که معرفی میکنن با قلم سختی نوشته شده و دهنتون اسفالته. امتحان کاملا منطبق بر کتاب هست اما واقعا نکات ریزی مورد سوال قرار گرفته. کلاس ها تا حدی فرسایشی است. استاد یک کار میده بهتون با یک همکروهی و میگه یک فصل را از کتاب خلاصه کنید و تحویل بدید. برای نمره اضافی هم خلاصه های دیگه از کتاب های دیگه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.7350139021873474
787,2022-06-21T21:31:01,1655830861,,مهدی حیدری,مهندسی_صنایع,برنامه ریزی و کنترل تولید و موجودی ۱,1.0,2.0,1.0,5.0,3.0,2.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"حیف شد که حداقل نمره یک بودش مگر نه توی بعضی موارد صفر مطلق هستن
نه با دانشجو راه میان نه تمرینی میدن فقط مثل رادیو میان سر کلاس درس میدن و میرن
آخرش هم فقط ۲۰ نمره پایان ترم میگیرن
خیلی منت بزارن سرتون یک پروژه تعریف می کنن که مقاله ترجمه کنید که اونم نهایت ۰.۵ نمره داشته باشه
خلاصه که چرت تر از این استاد توی کل صنایع وجود ندارد
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.9452611804008484
788,2022-06-21T21:31:15,1655830875,,سعید یعقوبی,مهندسی_صنایع,تئوری احتمالات,9.0,10.0,10.0,6.0,7.0,4.0,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,"کلا درس سختیه ولی اواخر ترم خیلی اذیتتون میکنه مثلا این درس ۸ تا فصل دارد و تا قبل از فرجه ۵ تا فصل درس داده میشه ولی فصل ۵ ام یک ماه طول کشید درس داده بشه ولی فصل ۶ از ۵ طولانی تره و فصل ۷ هم از ۶ طولانی تره!! ولی دورانی که من باهاش بودم گفته بود تا قبل از امتحان این درس کلاس میزارم ولی باید شرکت کنید و روز امتحان تا جایی که درس دادم در امتحان میاد و بعد از امتحان دوباره کلاس میزارم تا درس تموم بشه ولی دوباره امتحان میگیرم!!
این استاد کمی عصبی هست خیلی حساسه اگه احساس کنه درس نخونده باشید امتحان میگیره!
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 1400,False,not_recommended,0.7485002875328064
789,2022-06-21T22:03:14,1655832794,,مسعود محفوظی,معارف,اندیشه1,8.0,10.0,7.0,7.0,9.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,"معمولا کلاس ها یک طرفس و استاد از اول تا آخر صحبت میکنن ، البته اصرار دارن که دانشجوها اگه سوالی دارن بپرسن و گاهی سعی میکنن دانشجوها رو به حرف بگیرن و مثلا نظرشونو درمورد موضوع بپرسن ولی اجباری در مورد مشارکت تو بحثا نیست.
توی این ترم که میان ترم و تحقیق و از این چیز ها نداشتن و بجز امتحان پایان ترم فقط حضور در کلاس یه تاثیری داشته احتمالا.
امتحان هم نه زیاد سخت بود نه زیاد آسون ولی بعضی سوالا به شدت جزئی بود که نیز به تسلط زیادی داشت اون سوالات.
در کل بنظرم به عنوان انتخاب اول نه ولی برای انتخاب های دوم و سوم میتونید کلاس ایشون رو انتخاب کنید.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.7367523312568665
790,2022-06-21T22:30:33,1655834433,,مهدی نجفی خواه,ریاضی,ریاضی عمومی ۲,8.0,10.0,7.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"استاد خوبی هستن از جهت نمره اما در تدریس یکم گنگ درس میدن به هر حال برای درس ریاضی ۲ توصیه میکنم
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.8515037298202515
791,2022-06-21T22:45:14,1655835314,,سید ابوالفضل حسینی زاده,معارف,انقلاب اسلامی,10.0,10.0,10.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"فوق العاده استاد خوبین و اصلا نمره کمتر از۱۷ نمیدن و خیلی دانشجوهاشونو درک میکنن
و یه خلاصه نویسی ۶نمرع ای میدن ک اگه  انجام بدید عالیه 
برای آزمون ترم و میان ترمشونم نمونه سوال میدن بخونید
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.9896794557571411
792,2022-06-21T23:53:16,1655839396,,احمدرضا فروغ,ریاضی,ریاضی2,5.0,5.0,3.0,2.0,2.0,7.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"سر کلاس که چیزی یاد نمی گیرید. اگه فکر می کنید میتونید خودخوان جلو برید بردارید شاید پاس شدید
در غیر اینصورت بذارید ترم بعد
در هر صورت معدلتونو خراب می کنه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.7985081076622009
793,2022-06-22T00:12:42,1655840562,,احمدرضا فروغ,ریاضی,ریاضی۲,5.0,10.0,2.0,8.0,8.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"استاد دارای دانش و تجربه بالایی هستند، اما توانایی انتقال اون رو ندارن.
نمره رو بسیار ریز و با دقت میدن، ارفاقی در کار نیست یا اگر هم هست خیلی جزئی.
ترجیحا با ایشون کلاس بر ندارید چون ممکنه خیلی به معدلتون لطمه بخوره.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.6207643747329712
794,2022-06-22T00:12:47,1655840567,,غلامرضا رمضان نیا,مهندسی_صنایع,نقشه کشی صنعتی,10.0,8.0,5.0,5.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,"استاد آروم و مهربونی هستن 
اگه نقشه رو کامل بخونید و مسلط باشید به راحتی میتونید نمره بالایی بگیرید در غیر این صورت احتمال افتادن تون هست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.9717165231704712
795,2022-06-22T00:55:06,1655843106,,هادی شاهم آبادی صاحبی,مهندسی_صنایع,جبر خطی(کلاس مجازی داشتم)- اقتصاد مهندسی( حضوری داشتم),7.0,9.0,7.0,5.0,2.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم نیست اما تاثیر مثبت دارد,"زمانی که مجازی بود کلاس جبر خطی داشتم و استاد به صورت پارامتری درس میدهد ولی فقط سر کلاس میتونی ازش سوال کنید و درمورد امتحان زیاد توضیح نمیده فقط تاریخ رو اعلام میکنه میره 
باز میگم هر سوالی دارید سر کلاس بپرسید(چه مجازی چه حضوری)
باز میگم سوالی دارید سر کلاس بپرسین در غیر از کلاس جواب درست نمیدهد یا پاسخ نمیدهد و در تدریس اقتصاد مهندسی پارامتری درس میدهد خیلی کم مثال حل میکند 
که دانشجویان گیج میشوند که چی به چی شد
درمورد امتحان:
امتحان اقتصاد مهندسی متوسط رو به سخت ولی جبر خطی متوسط بود
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",هم ترم مهر ۱۴۰۰ و ترم بهمن ۱۴۰۰,False,recommended,0.4631896913051605
796,2022-06-22T01:51:09,1655846469,,غلامحسین یاری,ریاضی,امار و احتمال مهندسی,10.0,9.0,2.0,7.0,2.0,8.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"جزوه ی خیلی بد خطی دارن ، سبک درس دادنشون اینجوریه که فقط از روی جزوه میخونن اما اگه کسی سوالی داشته باشه توضیحاتی میدن 
تی ایشون اقای علی گلستانی بود که به نظرم اصلا خوب نبودن ، تمارینیو میگفتن حل کنیم که من بعید میدونستم خود استادم میتونست اونارو حل کنه ، 
درمورد نمره هم یه نگاهی به برگه میکنن و تقریبا هرچی دلشون بخواد میدن
در کل توصیه نمیشه
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 1400,False,not_recommended,0.8138300776481628
797,2022-06-22T11:36:33,1655881593,,سید ابولفضل حسینی زاده,معارف,انقلاب,10.0,10.0,10.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"استاد خیلی خوبی هستش
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.8608617782592773
798,2022-06-23T13:04:16,1655973256,,اکبر دهقان نژاد,ریاضی,ریاضی۲,3.0,3.0,2.0,5.0,1.0,3.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"این ترم حدود نصف کلاس افتادن.
تدریسشون هم چنگی به دل نمیزنه.
ایمیل هم اصلا جواب نمیدن.
یه نکته مثبت داشت که به نوشتن جزوه نمره امتیازی میداد.
در کل راضی نبودم.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.9510548114776611
799,2022-06-24T14:12:15,1656063735,,زهرا البرزی,معارف,دانش خانواده و جمعیت,10.0,10.0,9.0,9.0,7.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,no_idea,0.4215430021286011
800,2022-06-24T14:20:09,1656064209,,محمد امینی فارسانی,معارف,زبان عمومی,3.0,10.0,9.0,9.0,5.0,8.0,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,"پیشنهاد نمیکنم
معیاری برای نمره دادن ایشون وجود نداشت  
نمراتی که ایشون دادند برای برخی به حق بود برای برخی اصلا به حق نبود
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.8973621726036072
801,2022-06-24T14:44:44,1656065684,,محمد امینی فارسانی,معارف,زبان عمومی,9.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"چیزی اضافه ایی نیست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,no_idea,0.4215430021286011
802,2022-06-24T15:12:52,1656067372,,محمدرضا جعفرفرد,فیزیک,الکترومغناطیس 1,8.0,9.0,9.0,9.0,10.0,9.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"ارفاق تا سقف ۱ نمرس و اینکه به فعالیت کلاسی توجه دارن و تو کلاس باید فعال باشید سوالات پایانترم عین جزوست
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.5854879021644592
803,2022-06-24T16:12:16,1656070936,,جواد انصاري,معارف,تاريخ تحليلي صدر اسلام,10.0,10.0,10.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"استاد خيلي خوبي هستن پنج نمره براي نهاد و خلاصه نويسيش در نظر ميگيرن سه نمره هم حضور و غياب هر مثبتيم كه تو كلاس بگيري ٠/٢٥ به نمره پايانيت اضافه ميشه
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.7611452341079712
804,2022-06-24T16:24:16,1656071656,,محمد دری کفرانی,معارف,ارزش های دفاع مقدس,10.0,10.0,10.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"بسیار استاد خوش برخوردی هستند. نمره ای که میدن بالاتر از نمره ای هست که خودتون گرفتید....
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.9351109266281128
805,2022-06-24T16:24:34,1656071674,,محمد سعیدی مهرآبادی,مهندسی_صنایع,روش های تولید,5.0,8.0,3.0,9.0,1.0,7.0,نمره خوبی نمیشه ازشون گرفت,حضور مهم است و تاثیر مستقیم دارد,"استاد خیلی خسته  هست
کلاسا بشدت حوصله سربر و خسته کننده
اصلا صداش به دانشجوها نمیرسه و خیلی بی انرژی از روی فایل روخوانی میکنه. منبع هم اصلا واسه امتحان کافی نیست استاد میگه سر کلاس هر چی میگم باید گوش کنید و نت بردارید در حالی که هیچ چیز خاصی نمیگه ولی گویا خودش فکر می کنه که گفته///:
هر کسی در طول ترم حداقل ۲ بار باید ارائه بده
باهاتون حال نکنه وسط ارائه سوال می پرسه و مچتونو می گیره.
۳ تا امتحان در طول ترم گرفت که هر کدوم ۲۰ تا سوال تشریحی بود
در کل اصلا پیشنهاد نمیشه!!!
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.9257386922836304
806,2022-06-24T16:52:43,1656073363,,محمد امینی فارسانی,معارف,زبان عمومی,10.0,10.0,9.0,7.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"استاد باسواد و باشخصیتی هستند.
مسئله اینه که بایدبسیار فعال باشید تا نمره خوبی بدن در غیراینصورت اصلا نمره خوبی نمیدن .
اگر سطح زبانتون متوسط رو به پایین  هست اصلا توصیه نمیکنم با ایشون بردارید  وقتی با استاد دیگه ای بدون زحمت میتونید نمره بالاتری بگیرید.
در کل این استاد گزینه اول نیستن چون دور از انتظار نیست که نمره خوبی ازشون نگیرید.
کلاس هاشون  هم چیز خاصی نداره و سطح سوادتون تغییر خاصی نمیکنه.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.6858984231948853
807,2022-06-24T16:52:52,1656073372,,جواد غفاری,معارف,اخلاق اسلامی,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"در کل نمره کامل گرفتن ازشون سخته
هر ترم 2نمره تکلیف اختیاری میذاشت که این ترم بخیالش شد
تکالیف و کارهایی که میخواد در حد یه درس مهمه نه معارفی
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,no_idea,0.7205554246902466
808,2022-06-24T16:52:55,1656073375,,محمد امینی فارسانی,معارف,زبان انگلیسی عمومی,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"بهمن 1400
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.6513763070106506
809,2022-06-24T16:53:01,1656073381,,محمد امینی فارسانی,معارف,زبان انگلیسی عمومی,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"استاد باسوادی هستند.
خوش برخورد و خوش اخلاق اند.
جزوشون یکم سنگینه اما مفیده.
در طول ترم روی رایتینگ و ریدینگ و لغات کار میکنن.
اگر باهاشون پیش برید، مطالب خوبی رو یاد میگیرید.
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.9810030460357666
810,2022-06-24T17:38:31,1656076111,,زینب پورانصاری,ریاضی,محاسبات عددی,9.0,10.0,8.0,8.0,8.0,10.0,دست باز و با ارفاق,حضور و غیاب نمی کند,"تو انتخاب واحد اول فقط بچه های مکانیک میتونن باهاش کلاس بردارن ، ولی چون پر نمیشه برا بقیه هم باز میشه . استاد خوبی هستند ( هم از لحاظ تدریس و هم نمره ) 
در ضمن کلاس در دانشکده مکانیک برگزار میشود .
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.7971320748329163
811,2022-06-24T18:53:12,1656080592,,شهین واعظی,معارف,زبان عمومی,9.0,10.0,9.0,10.0,9.0,10.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"استاد خیلی با سوادی هستند
فعالیت و صحبت سر کلاس خیلی مهمه، طول ترم دو الا سه تا کوییز هم میگیرن
درکل اگه سر کلاس فعال باشید و صحبت کنیم نمره خوبی میتونید بگیرید
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,recommended,0.9277657270431519
812,2022-06-24T18:53:19,1656080599,,منوچهر خاصی,ریاضی,ریاضی ۱,10.0,10.0,10.0,10.0,10.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"استاد خوبی هستند
بخش های کاربردی تر رو بیشتر تدریس میکنند
اما در نهایت نمره خودتون رو نمیدن
در طول ترم اذیت نمیکنن
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 1400,False,recommended,0.946851909160614
813,2022-06-24T18:53:24,1656080604,,وحید صفری فرد,شیمی,شیمی عمومی,10.0,10.0,10.0,10.0,10.0,10.0,منصفانه و هرچی خودت بگیری,حضور و غیاب نمی کند,"دانش بالایی دارن
مفاهیم رو خوب انتقال میکنن
آزمون ساده ای میگیرن و با دانشجو راه میان
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 1400,False,recommended,0.9719698429107666
814,2022-06-24T18:53:32,1656080612,,احمدرضا فروغ,ریاضی,ریاضی 2,5.0,8.0,1.0,8.0,1.0,10.0,نمره خوبی نمیشه ازشون گرفت,حضور و غیاب نمی کند,"کلاس ها به شدت خسته کننده و بسیار بد نمره می دهند انتخاب آخرتون باشه حتما و اینکه ارفاق هم بسیار کم می کنند و  اخر ترم یه سری سوالات به عنوان تکلیف می دهند که خیلی سخت هستش در کل اصلا سمت این استاد نرین
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.7699691653251648
815,2022-06-24T18:53:43,1656080623,,جمال الدین شریعتی,تربیت_بدنی,تربیت بدنی 1-ورزش 1,10.0,10.0,10.0,10.0,8.0,7.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"من با ایشون هم تربیت بدنی داشتم و هم ورزش در درس تربیت بدنی به شدت سخت گیر هستند ولی در درس ورزش کمی بهترن کلن برای ورزش پیشنهاد میشه ولی برای تربیت بدنی اصلا و اینکه برای پایان ترم یه پی دی اف می دهند 30 تا سوال 15 دقیقه وقت که از همون جزوه سوالاش طرح میشه ولی زمانش بسیار بد هستش
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",بهمن 1400,False,not_recommended,0.5327048301696777
816,2022-06-24T18:54:26,1656080666,,احمدرضا شاه علی,,انقلاب اسلامی,10.0,10.0,10.0,10.0,10.0,10.0,دست باز و با ارفاق,حضور مهم است و تاثیر مستقیم دارد,"خییلللللی استاد محشرین
از دسشون ندین
۴ نمره اضافی دارن برای نهاد که جواباش پیدا میشه😁
امتحاناشونم میانترم کپی ترم پیش و پایانترم از یه فایل ۲۰ صفحه ای بود",,False,recommended,0.9227536916732788
817,2022-06-24T19:55:54,1656084354,,جمال الدین شریعتی,تربیت_بدنی,تربیت بدنی 1,8.0,9.0,8.0,7.0,6.0,4.0,منصفانه و هرچی خودت بگیری,حضور مهم است و تاثیر مستقیم دارد,"خوب با دانشجو برخورد نمیکنن و برای نمره هم خیلی راه نمیان
امتحانشون تعداد سوالات بالا و زمان خیلی کم بود که واقعا اذیت کننده بود
در کل جز اولویت های آخرتون باشه
~~~~~~~~~~~~~~~~~
برای ثبت معرفی استاد به ربات زیر پیام بدید
@ostad_elmosiBot

کانال معرفی اساتید دانشگاه علم و صنعت
@ostad_elmosi @ostad_elmosi",مهر 1400,False,not_recommended,0.7731213569641113
